Serial Number,Number Series,Pre,Post,Device Type ,Device Model,Product Number,Product description,Start Date,Lease Maturity Date,Location
5CG1119DDC,,,,Main Device,Probook,17G38UT,360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119DN7,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119F0W,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119D3D,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119DS4,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119FDB,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119F9P,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119F5C,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119F17,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119DCZ,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119F9N,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
5CG1119F91,,,,Main Device,Probook,17G38UT,HP 435 X360 G7 - 360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Burlington
3CM13719L4,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,8/1/2021,7/31/2024,Hopewell Junction
3CM13716D3,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,8/1/2021,7/31/2024,Santa Clara
2TK118ZJ6L,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK137Z4GL,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Hopewell Junction
2TK125X0FN,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK125X101,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK137Z4QB,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Hopewell Junction
2TK118ZJXW,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK118ZBPW,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK118ZJY8,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK118ZC16,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
2TK118ZBXP,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,8/1/2021,7/31/2024,Malta
5CG1119DF0,,,,Main Device,Probook,17G38UT,360PB 435 G7 RYZ7/2.0 16GB 256GB W10P 64,8/1/2021,7/31/2024,Santa Clara
GFUS000044TL,000044,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000045TL,000045,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000046TL,000046,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000047TL,000047,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000048TL,000048,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000049TL,000049,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000050TL,000050,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000051TL,000051,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000052TL,000052,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000053TL,000053,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000054TL,000054,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000055TL,000055,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000056TL,000056,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000057TL,000057,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000058TL,000058,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000059TL,000059,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000060TL,000060,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000061TL,000061,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000062TL,000062,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000063TL,000063,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000064TL,000064,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000065TL,000065,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000066TL,000066,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000067TL,000067,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000068TL,000068,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000069TL,000069,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000070TL,000070,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000071TL,000071,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000072TL,000072,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000073TL,000073,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Burlington
GFUS000074TL,000074,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000075TL,000075,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000076TL,000076,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000077TL,000077,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000078TL,000078,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000079TL,000079,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000080TL,000080,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000081TL,000081,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000082TL,000082,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000083TL,000083,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000084TL,000084,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000085TL,000085,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000086TL,000086,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Hopewell Junction
GFUS000087TL,000087,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000088TL,000088,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000089TL,000089,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000090TL,000090,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000091TL,000091,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000092TL,000092,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000093TL,000093,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000094TL,000094,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000095TL,000095,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000096TL,000096,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000097TL,000097,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000098TL,000098,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000099TL,000099,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000100TL,000100,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000101TL,000101,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000102TL,000102,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000103TL,000103,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000104TL,000104,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000105TL,000105,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000106TL,000106,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000107TL,000107,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000108TL,000108,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000109TL,000109,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000110TL,000110,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000111TL,000111,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000112TL,000112,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Malta
GFUS000113TL,000113,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Santa Clara
GFUS000114TL,000114,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Santa Clara
GFUS000115TL,000115,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Santa Clara
GFUS000116TL,000116,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Santa Clara
GFUS000117TL,000117,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Santa Clara
GFUS000118TL,000118,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,8/1/2021,7/31/2024,Santa Clara
GFUS000045NL,000045,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000046NL,000046,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000047NL,000047,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000048NL,000048,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000049NL,000049,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000050NL,000050,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000051NL,000051,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000052NL,000052,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000053NL,000053,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000054NL,000054,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000055NL,000055,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000056NL,000056,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000057NL,000057,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000058NL,000058,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000059NL,000059,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000060NL,000060,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000061NL,000061,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000062NL,000062,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000063NL,000063,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000064NL,000064,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000065NL,000065,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000066NL,000066,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000067NL,000067,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000068NL,000068,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000069NL,000069,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000070NL,000070,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000071NL,000071,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000072NL,000072,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000073NL,000073,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000074NL,000074,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Burlington
GFUS000075NL,000075,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000076NL,000076,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000077NL,000077,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000078NL,000078,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000079NL,000079,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000080NL,000080,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000081NL,000081,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000082NL,000082,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000083NL,000083,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000084NL,000084,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000085NL,000085,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Hopewell Junction
GFUS000086NL,000086,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000087NL,000087,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000088NL,000088,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000089NL,000089,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000090NL,000090,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000091NL,000091,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000092NL,000092,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000093NL,000093,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000094NL,000094,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000095NL,000095,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000096NL,000096,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000097NL,000097,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000098NL,000098,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000099NL,000099,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000100NL,000100,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000101NL,000101,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000102NL,000102,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000103NL,000103,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000104NL,000104,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000105NL,000105,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000106NL,000106,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000107NL,000107,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000108NL,000108,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000109NL,000109,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000110NL,000110,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000111NL,000111,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Malta
GFUS000112NL,000112,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Santa Clara
GFUS000113NL,000113,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Santa Clara
GFUS000114NL,000114,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Santa Clara
GFUS000115NL,000115,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Santa Clara
GFUS000116NL,000116,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Santa Clara
GFUS000117NL,000117,GFUS,NL,Peripherals,NanoMKLock,1AJ40AA,HP Nano Master Keyed Cable Lock,8/1/2021,7/31/2024,Santa Clara
GFUS000044MK,000044,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
GFUS000045MK,000045,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
GFUS000046MK,000046,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
GFUS000047MK,000047,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
GFUS000048MK,000048,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
GFUS000049MK,000049,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
GFUS000050MK,000050,GFUS,MK,Peripherals,Keyboard & Mouse Combo,9SR36AA,HP Wired 320 MK Combo,8/1/2021,7/31/2024,Burlington
